gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_No phone service,MultipleLines_Yes
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,0.3502505571160864,75.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,-0.43991649313097614,0,0,0.758573602322752,1,1,0.9983513871808745,4837.6,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1,-0.43991649313097614,1,1,0.3920903288424788,0,0,-0.5521052139741185,2032.3,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
1,-0.43991649313097614,1,1,-0.38159658183809786,1,0,-1.4993295040688086,436.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,2.273158691738958,0,0,-1.2774445836787656,1,1,0.19237984210030468,70.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,-1.4827115340671475,20.15,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,-0.43991649313097614,0,0,0.9621754209229036,1,1,1.3905354792200795,5893.95,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
1,-0.43991649313097614,0,1,-0.7073594915983407,1,1,0.8720548151682491,1430.05,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,-0.43991649313097614,1,1,-0.8295205827584317,1,1,-1.3082228490497045,313.0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,-0.43991649313097614,1,1,0.880734693482843,1,0,0.1724382780983114,3871.85,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,-0.43991649313097614,0,0,-1.0331224013585834,1,1,0.06940686408801149,458.1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,1,1,0.025607055362205634,1,0,0.7108605061521354,2745.7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,-0.43991649313097614,1,1,-0.6666391278783103,1,0,-1.4827115340671475,341.35,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
0,-0.43991649313097614,0,1,-0.46303730927815856,1,0,0.0029349840813665527,1336.8,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
1,2.273158691738958,1,0,-0.0965540357978854,1,0,0.33529438411459117,2181.75,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
1,-0.43991649313097614,0,0,-1.1960038562387048,1,1,-0.4740007549663106,147.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0.2704843011081128,818.45,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.43991649313097614,0,0,1.2064976032430856,1,1,1.6713791722481544,7133.45,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
1,-0.43991649313097614,0,0,-0.5851984004382496,1,0,-1.5209328650709681,348.8,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1,-0.43991649313097614,0,1,-1.0738427650786138,1,0,-1.502653098069141,128.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,-0.43991649313097614,0,0,0.5549717837226001,1,1,1.2077378092018058,4674.4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True
1,-0.43991649313097614,0,0,-0.46303730927815856,1,1,0.642726829145324,1737.45,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,-0.43991649313097614,0,0,1.4508197855632678,1,1,-1.3497677740538576,1498.85,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,-0.43991649313097614,0,0,-1.2774445836787656,1,1,-0.48729513096763954,50.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-0.43991649313097614,1,0,-0.30015585439803716,1,1,0.32698539911376057,1797.75,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.43991649313097614,0,1,-0.3408762181180675,1,0,-1.4960059100684764,498.1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,-0.43991649313097614,1,0,-0.0965540357978854,1,1,0.6726391751483144,2624.25,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0.5247392421335293,184.1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,-0.43991649313097614,1,0,0.758573602322752,1,1,1.397182667220744,5498.8,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
0,-0.43991649313097614,1,1,1.002895784642934,1,1,0.6560212051466532,4845.4,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,-1.3198554280508674,369.1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,0.6294324531439953,6096.9,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,-0.43991649313097614,0,0,-1.2367242199587352,1,1,0.36686852711774764,160.75,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,1,0,-0.1779947632379461,1,0,1.0581760791868549,2684.35,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,2.273158691738958,1,0,-0.13727439951791576,1,1,1.1213243651931677,3004.15,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
1,-0.43991649313097614,1,1,1.5322605130033284,1,1,1.2077378092018058,6994.8,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
0,-0.43991649313097614,0,0,-0.7888002190384014,1,0,-1.481049737066981,273.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,2.273158691738958,1,0,1.0843365120829946,1,1,0.9734244321783826,5483.9,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
1,2.273158691738958,1,0,-0.7888002190384014,1,1,1.0133075601823696,1233.65,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1,2.273158691738958,1,0,-1.0331224013585834,1,1,0.32033821111309646,527.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,-0.43991649313097614,1,0,1.2064976032430856,1,0,0.5396954151350245,4985.9,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-0.43991649313097614,0,0,-0.46303730927815856,1,1,-0.1499503399339166,1258.35,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,-0.13000877593192306,111.4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,-0.6916961619880726,43.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,-0.43991649313097614,0,0,-1.1552834925186746,1,0,0.7075369121518029,308.1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,0,0,-0.5444780367182193,1,0,-1.479387940066815,383.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-0.43991649313097614,0,0,-0.0965540357978854,1,0,0.677624566148813,2555.9,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,1,1,1.4100994218432374,1,1,-1.5076384890696393,1284.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
1,2.273158691738958,1,0,1.6137012404433893,1,1,1.259253516206956,7550.3,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
1,-0.43991649313097614,1,0,0.8400143297628127,1,0,-1.491020519067978,1110.05,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-0.43991649313097614,0,0,-1.1145631287986442,1,0,-1.502653098069141,99.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,2.273158691738958,1,0,1.5729808767233588,1,1,1.0216165451832002,6707.15,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,-0.43991649313097614,1,1,0.7178532386027215,1,1,0.6443886261454905,4164.4,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
1,-0.43991649313097614,1,1,0.9621754209229036,1,1,1.2775332832087833,5873.75,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,-0.43991649313097614,0,0,-1.2367242199587352,1,1,-0.48397153696730727,109.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,2.273158691738958,0,0,-1.2367242199587352,1,1,0.7906267621601091,179.25,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,-0.43991649313097614,1,1,-0.3408762181180675,1,0,-0.3327480099521901,1338.15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,-0.43991649313097614,1,1,0.5549717837226001,1,0,-1.4893587220678117,862.4,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
1,-0.43991649313097614,1,0,1.5729808767233588,1,1,1.7112623002521414,8564.75,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,-0.43991649313097614,0,0,-0.13727439951791576,0,1,-1.115454397030434,926.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,-0.43991649313097614,1,1,1.4915401492832983,1,0,-1.3397969920528607,1718.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
1,-0.43991649313097614,1,0,1.5729808767233588,1,0,0.6460504231456565,5956.85,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,2.273158691738958,0,0,-1.2774445836787656,1,1,0.8820255971692458,91.3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,2.273158691738958,1,0,0.9621754209229036,1,1,0.6942425361504742,4824.45,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,-0.43991649313097614,0,1,0.9621754209229036,1,1,-1.4478137970636586,1238.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,0.4898415051300408,79.5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,-0.43991649313097614,1,0,-0.1779947632379461,1,0,-1.303237458049206,672.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0,-0.43991649313097614,1,1,-0.5444780367182193,1,0,-1.481049737066981,382.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
1,-0.43991649313097614,1,0,1.369379058123207,1,0,-0.030300955921955676,4264.6,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,-0.43991649313097614,1,1,-0.62591876415828,1,1,-0.09344924192826831,1070.7,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
1,-0.43991649313097614,1,1,0.7992939660427822,1,0,-1.2965902700485417,1345.85,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True
0,-0.43991649313097614,0,0,-0.5444780367182193,1,0,-0.21808401694072754,1045.25,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.43991649313097614,0,0,0.14776814652229667,1,0,0.7008897241511383,3003.55,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
1,2.273158691738958,1,0,-1.0331224013585834,1,1,0.1774236690988095,467.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,-0.43991649313097614,1,1,1.6137012404433893,1,1,1.3340343812144315,7537.5,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
1,-0.43991649313097614,1,1,1.4100994218432374,1,1,1.5467443972356951,7482.1,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True
1,2.273158691738958,0,0,0.06632741908223598,1,1,1.1661928841976528,3343.15,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False
1,2.273158691738958,1,0,1.002895784642934,1,1,1.0133075601823696,5427.05,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,-0.43991649313097614,1,0,-1.0331224013585834,1,1,0.7141841001524675,587.1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,2.273158691738958,1,0,-1.2774445836787656,1,1,1.1977670272008092,100.8,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
1,-0.43991649313097614,1,0,-0.9924020376385531,1,1,-1.502653098069141,161.15,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,-0.43991649313097614,0,0,1.4915401492832983,1,0,1.304122035211441,7028.5,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,-0.43991649313097614,1,0,0.7178532386027215,1,1,1.3174164112127704,5232.9,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True
1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,-1.504314895069307,225.85,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,-0.43991649313097614,1,1,-0.8295205827584317,1,0,-1.3132082400502028,274.7,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
0,-0.43991649313097614,0,0,-0.748079855318371,1,1,0.7158458971526335,1180.95,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,1,0,1.5322605130033284,0,1,-0.49560411596847015,3370.2,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,2.273158691738958,0,0,1.2879383306831464,1,1,1.4686399382278874,7111.3,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.43991649313097614,1,1,1.369379058123207,1,0,0.8354952811645946,5958.85,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,-0.43991649313097614,1,1,1.5729808767233588,1,1,0.572931355138347,5999.85,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
1,2.273158691738958,0,0,-0.5037576729981889,1,0,0.8371570781647607,1648.45,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,0.48485611412954227,5753.25,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
0,-0.43991649313097614,1,1,1.5729808767233588,1,0,-0.023653767921291324,4492.9,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
1,-0.43991649313097614,1,1,0.22920887396235737,1,1,1.2093996062019723,3956.7,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,-0.43991649313097614,0,0,-0.1779947632379461,1,1,0.8371570781647607,2625.55,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,2.273158691738958,1,0,-0.62591876415828,1,1,0.3884718881199074,1233.4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,0,0,0.025607055362205634,0,1,-0.8528904710041867,1309.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
0,-0.43991649313097614,1,1,-0.38159658183809786,0,0,-1.0024522010191377,813.45,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
1,-0.43991649313097614,1,1,1.0436161483629645,1,1,-1.502653098069141,1108.8,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,2.273158691738958,1,0,1.5322605130033284,1,1,1.3190782082129364,7349.35,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
1,-0.43991649313097614,1,0,-1.1552834925186746,1,0,0.19071804510013865,294.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,1,1,0.5142514200025698,1,0,-1.4760643460664828,929.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
1,-0.43991649313097614,0,0,-0.9109613101984924,1,1,0.17410007509847744,740.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,1,1,0.14776814652229667,1,0,-1.505976692069473,754.5,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
1,-0.43991649313097614,0,0,0.880734693482843,1,1,0.17077648109814536,3883.3,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1,-0.43991649313097614,1,1,-0.38159658183809786,1,0,-0.16823010693574386,1414.2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
0,-0.43991649313097614,1,1,0.35136996512244845,1,1,0.4516201741262198,3211.2,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1,2.273158691738958,0,0,-1.1145631287986442,1,1,0.2222921881032951,371.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,-0.43991649313097614,1,1,-0.21871512695797646,0,1,-0.62854787598176,1246.4,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False
0,-0.43991649313097614,0,0,-1.2774445836787656,1,1,1.0332491241843629,95.85,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,1,1,1.4100994218432374,0,0,-0.9658926670154829,2545.7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,2.273158691738958,1,1,1.6137012404433893,1,1,0.8238627021634315,6448.85,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,-0.43991649313097614,1,1,0.9621754209229036,1,1,-1.3231790220511994,1468.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
1,-0.43991649313097614,1,1,0.47353105628253944,1,0,-1.3265026160515319,1013.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,2.273158691738958,1,0,1.369379058123207,1,1,1.1977670272008092,6690.75,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0,-0.43991649313097614,0,0,0.06632741908223598,1,1,-0.012021188920128179,2088.75,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
0,-0.43991649313097614,1,0,1.4915401492832983,1,0,1.3489905542159264,7240.65,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.43991649313097614,1,1,-1.2774445836787656,1,1,1.2526063282062914,102.45,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
0,-0.43991649313097614,0,0,0.3106496014024181,1,0,-1.4993295040688086,830.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
1,-0.43991649313097614,1,1,-0.0965540357978854,1,1,-0.3427187919531868,1588.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0.19071804510013865,829.3,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,-1.4843733310673135,302.45,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,-0.43991649313097614,0,0,-0.8702409464784621,1,1,0.15249671409631763,712.25,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,1,1,1.2879383306831464,1,0,-1.4943441130683104,1336.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,2.273158691738958,1,0,1.6137012404433893,1,0,0.32033821111309646,5360.75,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
1,2.273158691738958,1,0,1.6137012404433893,1,1,0.9401884921750601,6735.05,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
0,-0.43991649313097614,0,1,-1.2774445836787656,1,0,-0.4507355969639848,51.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.43991649313097614,0,1,-0.7073594915983407,1,0,0.0278619390838584,1010.0,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
0,-0.43991649313097614,0,0,1.125056875803025,1,0,0.5247392421335293,4847.05,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
1,-0.43991649313097614,0,0,0.9621754209229036,1,0,-0.4008816869590011,3019.7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0,-0.43991649313097614,0,0,-0.9924020376385531,1,0,-1.4594463760648215,161.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0.5097830691320341,217.55,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,-0.43991649313097614,1,0,0.6771328748826912,1,1,-0.4191614539608286,2583.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,-0.43991649313097614,0,0,-1.2367242199587352,1,1,0.5131066631323666,146.05,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,-0.43991649313097614,0,0,-1.0738427650786138,1,1,1.109691786192005,567.45,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,1.5322605130033284,1,1,1.6680555782478224,7711.25,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,-0.43991649313097614,0,0,-0.8295205827584317,1,1,1.6015836982411773,1384.75,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True
1,2.273158691738958,1,0,0.7992939660427822,1,1,1.3190782082129364,5481.25,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
0,-0.43991649313097614,1,0,1.6137012404433893,1,1,1.624848856243503,8124.2,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,-0.43991649313097614,0,0,0.3106496014024181,1,1,-1.4677553610656522,827.3,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0.20401242110146783,70.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,2.273158691738958,0,0,-1.1960038562387048,1,1,0.7341256641544608,220.95,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,2.273158691738958,0,0,0.3106496014024181,1,1,0.8903345821700764,3673.6,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,-0.43991649313097614,0,1,-1.2774445836787656,1,1,-0.49560411596847015,49.85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,1,0,-0.0965540357978854,1,0,-1.4943441130683104,576.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,-0.43991649313097614,1,1,-0.38159658183809786,1,1,1.1661928841976528,2331.3,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
1,-0.43991649313097614,1,1,-1.2774445836787656,1,1,0.3236618051134285,74.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,2.273158691738958,1,0,0.47353105628253944,1,0,1.3091074262119398,4495.65,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,-0.43991649313097614,0,0,1.3286586944031769,1,1,1.475287126228552,6941.2,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,2.273158691738958,0,0,-1.0331224013585834,1,1,-0.5504434169739522,340.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2.273158691738958,0,0,1.6137012404433893,1,1,-1.3181936310507012,1789.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
0,2.273158691738958,0,0,-0.9924020376385531,1,1,1.1761636661986499,908.55,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.43991649313097614,0,0,-0.6666391278783103,1,1,0.014567563082529699,1043.35,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,2.273158691738958,1,1,1.369379058123207,1,1,1.15456030519649,6822.15,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,0.22561578210362715,71.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,-0.43991649313097614,0,1,-1.1960038562387048,1,0,-0.29452667894836937,157.55,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,-0.43991649313097614,1,0,0.8400143297628127,1,0,0.9684390411778845,5029.2,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,2.273158691738958,1,0,-0.9924020376385531,1,1,-0.012021188920128179,581.7,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,2.273158691738958,1,0,1.4915401492832983,1,1,1.4503601712260603,7318.2,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.43991649313097614,0,0,-1.1145631287986442,1,1,0.682609957149311,420.45,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,-0.43991649313097614,1,1,1.6137012404433893,1,0,1.4187860282229037,7576.7,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
